name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Paula Wriedt,,,Deputy Mayor,Kingborough Council,http://www.kingborough.tas.gov.au/,kingborough_council/paula_wriedt,cr.paulawriedt@bigpond.com,http://www.kingborough.tas.gov.au/webdata/resources/contact/Cr-Paula-Wriedt.jpg,,http://www.kingborough.tas.gov.au/page.aspx?u=512&t=uList&ulistId=0&c=5151,
Graeme Brown,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/graeme_brown,,,,,
Dayna Dennison,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/dayna_dennison,,,,,
Peter Freshney,,,Mayor,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/peter_freshney,,,,,
Mike McLaren,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/mike_mclaren,,,,,
John Perkins,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/john_perkins,,,,,
Rick Rockliff,,,Deputy Mayor,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/rick_rockliff,,,,,
Garry Sims,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/garry_sims,,,,,
Gerrad Wicks,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/gerrad_wicks,,,,,
Lesley Young,,,,Latrobe Council,http://www.latrobe.tas.gov.au/,latrobe_council/lesley_young,,,,,
Jim Cox,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/jim_cox,Jim.Cox@launceston.tas.gov.au,https://www.launceston.tas.gov.au/files/content/public/council/meet-us/lcc1016-118.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-10,
Nick Daking,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/nick_daking,nick.daking@launceston.tas.gov.au,https://www.launceston.tas.gov.au/files/assets/public/council/elected-officials/nick-daking.png,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-5,
Andrea Dawkins,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/andrea_dawkins,andrea.dawkins@launceston.tas.gov.au,https://www.launceston.tas.gov.au/files/assets/public/council/elected-officials/alderman-dawkins.png,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-4,
Janie Finlay,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/janie_finlay,Janie.Finlay@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/port0616-102.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-3,
Danny Gibson,,,Deputy Mayor,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/danny_gibson,Danny.Gibson@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/lcc1016-116.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-2,
Alan Harris,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/alan_harris,alan.harris@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/assets/public/council/elected-officials/alan-harris.png,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-11,
Hugh McKenzie,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/hugh_mckenzie,Hugh.Mckenzie@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/lcc1016-117.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-6,
Rob Soward,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/rob_soward,Rob.Soward@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/lcc1016-120.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-8,
Paul Spencer,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/paul_spencer,paul.spencer@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/paul-spencer.png,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-9,
Karina Stojansek,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/karina_stojansek,Karina.Stojansek@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/lcc1016-121.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-7,
Albert van Zetten,,,Mayor,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/albert_van_zetten,mayor@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/content/public/council/meet-us/albert-van-zetten.jpg,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-1,
Tim Walker,,,,Launceston City Council,http://www.launceston.tas.gov.au/,launceston_city_council/tim_walker,tim.walker@launceston.tas.gov.au,http://www.launceston.tas.gov.au/files/assets/public/council/elected-officials/tim-walker.png,,https://www.launceston.tas.gov.au/Council/Meet-Us#section-12,
Andrew Connor,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/andrew_connor,,,,,
Michael Kelly,,,Deputy Mayor,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/michael_kelly,,,,,
Tanya King,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/tanya_king,,,,,
Ian Mackenzie,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/ian_mackenzie,,,,,
Craig Perkins,,,Mayor,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/craig_perkins,,,,,
Bob Richardson,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/bob_richardson,,,,,
Rodney Synfield,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/rodney_synfield,,,,,
Deborah White,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/deborah_white,,,,,
Rodney Youd,,,,Meander Valley Council,http://www.meander.tas.gov.au/,meander_valley_council/rodney_youd,,,,,
Dick Adams,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/dick_adams,,,,,
Andrew Calvert,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/andrew_calvert,,,,,
David Downie,,,Mayor,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/david_downie,,,,,
Ian Goninon,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/ian_goninon,,,,,
Leisa Gordon,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/leisa_gordon,,,,,
Richard Goss,,,Deputy Mayor,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/richard_goss,,,,,
Mary Knowles,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/mary_knowles,,,,,
Janet Lambert,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/janet_lambert,,,,,
Michael Polley,,,,Northern Midlands Council,http://www.northernmidlands.tas.gov.au/,northern_midlands_council/michael_polley,,,,,
Deborah De Williams,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/deborah_de_williams,,,,,
Kerry Degrassi,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/kerry_degrassi,,,,,
Graeme Evans,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/graeme_evans,,,,,
Vlad Gala,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/vlad_gala,,,,,
Brett McDonald,,,Deputy Mayor,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/brett_mcdonald,,,,,
Natham Reynolds,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/natham_reynolds,,,,,
Carmel Torenius,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/carmel_torenius,,,,,
Kerry Vincent,,,Mayor,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/kerry_vincent,,,,,
Lindsay White,,,,Sorell Council,http://www.sorell.tas.gov.au/,sorell_council/lindsay_white,,,,,
Tony Bantick,,,,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/tony_bantick,,,,,
Edwin Batt,,,,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/edwin_batt,,,,,
Tony Bisdee,,,Mayor,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/tony_bisdee,,,,,
Bob Campbell,,,,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/bob_campbell,,,,,
Donald Fish,,,,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/donald_fish,,,,,
Alex Green,,,,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/alex_green,,,,,
Mark Jones,,,Deputy Mayor,Southern Midlands Council,http://www.southernmidlands.tas.gov.au/,southern_midlands_council/mark_jones,,,,,
Pam Fenerty,,,,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/pam_fenerty,,,,,
Roseanne Heyward,,,Mayor,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/roseanne_heyward,,,,,
Alan Hull,,,,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/alan_hull,,,,,
Roger Larner,,,,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/roger_larner,,,,,
David Macdonald,,,,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/david_macdonald,,,,,
Kelly Spaulding,,,Deputy Mayor,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/kelly_spaulding,,,,,
Maria Stacey,,,,Tasman Council,http://www.tasman.tas.gov.au/,tasman_council/maria_stacey,,,,,
Maureen Bradley,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/maureen_bradley,,,,,
Gary Bramich,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/gary_bramich,,,,,
Mary Duniam,,,Deputy Mayor,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/mary_duniam,,,,,
Darren Fairbrother,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/darren_fairbrother,,,,,
Alwyn Friedersdorff,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/alwyn_friedersdorff,,,,,
Kevin Hyland,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/kevin_hyland,,,,,
Robert Walsh,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/robert_walsh,,,,,
Stephen Wright,,,,Waratah-Wynyard Council,http://www.warwyn.tas.gov.au/,waratah-wynyard_council/stephen_wright,,,,,
Robyn Gerrity,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/robyn_gerrity,,,,,
Al Medwin,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/al_medwin,,,,,
Lindsay Newman,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/lindsay_newman,,,,,
Lyn O'Grady,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/lyn_o'grady,,,,,
Shane Pitt,,,Deputy Mayor,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/shane_pitt,,,,,
Terry Shea,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/terry_shea,,,,,
Scott Stringer,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/scott_stringer,,,,,
Leigh Stlyes,,,,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/leigh_stlyes,,,,,
Phil Vickers,,,Mayor,West Coast Council,http://www.westcoast.tas.gov.au/,west_coast_council/phil_vickers,,,,,
Joy Allen,,,Deputy Mayor,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/joy_allen,,,,,
Carol Bracken,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/carol_bracken,,,,,
Linden Ferguson,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/linden_ferguson,,,,,
Christina Holmdahl,,,Mayor,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/christina_holmdahl,,,,,
Richard Ireland,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/richard_ireland,,,,,
Peter Kearney,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/peter_kearney,,,,,
Geoff Lyons,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/geoff_lyons,,,,,
Rich Shegog,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/rich_shegog,,,,,
Tim Woinarski,,,,West Tamar Council,http://www.wtc.tas.gov.au/,west_tamar_council/tim_woinarski,,,,,
