name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Natalie Elizabeth Major,,,,Williams Shire Council,,williams_shire_council/natalie_elizabeth_major,,,,,Whole District
Gregory Michael Cavanagh,,,,Williams Shire Council,,williams_shire_council/gregory_michael_cavanagh,,,,,Whole District
John Edward Stanyford Cowcher,,,,Williams Shire Council,,williams_shire_council/john_edward_stanyford_cowcher,,,,,Whole District
Moya Carne,,,,Williams Shire Council,,williams_shire_council/moya_carne,,,,,Whole District
David Stanley Earnshaw,,,,Williams Shire Council,,williams_shire_council/david_stanley_earnshaw,,,,,Whole District
Jim Quadrio,,,,Wiluna Shire Council,,wiluna_shire_council/jim_quadrio,,,,,Whole District
Stacey Eva Petterson,,,,Wiluna Shire Council,,wiluna_shire_council/stacey_eva_petterson,,,,,Whole District
Regina Lorraine Newland,,,,Wiluna Shire Council,,wiluna_shire_council/regina_lorraine_newland,,,,,Whole District
Graham Harris,,,,Wiluna Shire Council,,wiluna_shire_council/graham_harris,,,,,Whole District
Norma Emily Ward,,,,Wiluna Shire Council,,wiluna_shire_council/norma_emily_ward,,,,,Whole District
Chris Webb,,,,Wiluna Shire Council,,wiluna_shire_council/chris_webb,,,,,Whole District
Caroline Elisabeth Thomas,,,,Wiluna Shire Council,,wiluna_shire_council/caroline_elisabeth_thomas,,,,,Whole District
Peter James Macnamara,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/peter_james_macnamara,,,,,Whole District
Bradley John West,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/bradley_john_west,,,,,Whole District
Jon Andrew Hasson,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/jon_andrew_hasson,,,,,Whole District
William Richard Morgan,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/william_richard_morgan,,,,,Whole District
Hugh Anthony Barrett-Lennard,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/hugh_anthony_barrett-lennard,,,,,Whole District
Alfreda Helen Lyon,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/alfreda_helen_lyon,,,,,Whole District
Norma Winifred Walton,,,,Wongan-Ballidu Shire Council,,wongan-ballidu_shire_council/norma_winifred_walton,,,,,Whole District
Trevor Young,,,,Woodanilling Shire Council,,woodanilling_shire_council/trevor_young,,,,,Whole District
Tim Brown,,,,Woodanilling Shire Council,,woodanilling_shire_council/tim_brown,,,,,Whole District
Hugh Russel Thomson,,,,Woodanilling Shire Council,,woodanilling_shire_council/hugh_russel_thomson,,,,,Whole District
Marjorey Eunice Winstanley,,,,Woodanilling Shire Council,,woodanilling_shire_council/marjorey_eunice_winstanley,,,,,Whole District
Peter Morrell,,,,Woodanilling Shire Council,,woodanilling_shire_council/peter_morrell,,,,,Whole District
Graham Peter Eckersley,,,,Woodanilling Shire Council,,woodanilling_shire_council/graham_peter_eckersley,,,,,Whole District
Campbell Andrew Jones,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/campbell_andrew_jones,,,,,Whole District
Lynsey Kim Gawley,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/lynsey_kim_gawley,,,,,Whole District
Owen John Edwin Garner,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/owen_john_edwin_garner,,,,,Whole District
Frederick Allan Butt,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/frederick_allan_butt,,,,,Whole District
Quentin Ross Davies,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/quentin_ross_davies,,,,,Whole District
Steven Gamble,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/steven_gamble,,,,,Whole District
Emma Caris Holdsworth,,,,Wyalkatchem Shire Council,,wyalkatchem_shire_council/emma_caris_holdsworth,,,,,Whole District
Sophie Cooke,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/sophie_cooke,,,,,Whole District
Emily Elizabeth Bolto,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/emily_elizabeth_bolto,,,,,Whole District
Darren Spackman,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/darren_spackman,,,,,Whole District
Naomi Elizabeth Perry,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/naomi_elizabeth_perry,,,,,Whole District
Alma Violet Petherick,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/alma_violet_petherick,,,,,Whole District
Simone Maree Rushby,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/simone_maree_rushby,,,,,Whole District
Beau Robinson,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/beau_robinson,,,,,Whole District
Keith Wright,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/keith_wright,,,,,Whole District
Beatrice Jane Parker,,,,Wyndham-East Kimberley Shire Council,,wyndham-east_kimberley_shire_council/beatrice_jane_parker,,,,,Whole District
Raul Valenzuela,,,,Yalgoo Shire Council,,yalgoo_shire_council/raul_valenzuela,,,,,Whole District
Joanne Kanny,,,,Yalgoo Shire Council,,yalgoo_shire_council/joanne_kanny,,,,,Whole District
Adam Brian Fawkes,,,,Yalgoo Shire Council,,yalgoo_shire_council/adam_brian_fawkes,,,,,Whole District
Robert William Grinham,,,,Yalgoo Shire Council,,yalgoo_shire_council/robert_william_grinham,,,,,Whole District
Neil Albert Grinham,,,,Yalgoo Shire Council,,yalgoo_shire_council/neil_albert_grinham,,,,,Whole District
Percy John Lawson,,,,Yalgoo Shire Council,,yalgoo_shire_council/percy_john_lawson,,,,,Whole District
David John Pasini,,,,Yilgarn Shire Council,,yilgarn_shire_council/david_john_pasini,,,,,Whole District
Kim Leanne Chrisp,,,,Yilgarn Shire Council,,yilgarn_shire_council/kim_leanne_chrisp,,,,,Whole District
Bryan Close,,,,Yilgarn Shire Council,,yilgarn_shire_council/bryan_close,,,,,Whole District
Julie Della Bosca,,,,Yilgarn Shire Council,,yilgarn_shire_council/julie_della_bosca,,,,,Whole District
Onida Tania Truran,,,,Yilgarn Shire Council,,yilgarn_shire_council/onida_tania_truran,,,,,Whole District
Wayne Della Bosca,,,,Yilgarn Shire Council,,yilgarn_shire_council/wayne_della_bosca,,,,,Whole District
Philip Spencer Nolan,,,,Yilgarn Shire Council,,yilgarn_shire_council/philip_spencer_nolan,,,,,Whole District
David Wallace,,,,York Shire Council,,york_shire_council/david_wallace,,,,,Whole District
Patricia Walters,,,,York Shire Council,,york_shire_council/patricia_walters,,,,,Whole District
Heather Saint,,,,York Shire Council,,york_shire_council/heather_saint,,,,,Whole District
Jane Ellen Ferro,,,,York Shire Council,,york_shire_council/jane_ellen_ferro,,,,,Whole District
Trevor William John Randell,,,,York Shire Council,,york_shire_council/trevor_william_john_randell,,,,,Whole District
Denese Eileen Smythe,,,,York Shire Council,,york_shire_council/denese_eileen_smythe,,,,,Whole District
Pamela Helen Heaton,,,,York Shire Council,,york_shire_council/pamela_helen_heaton,,,,,Whole District
Matthew Reid,,,,York Shire Council,,york_shire_council/matthew_reid,,,,,Whole District
James Limnios,,,,City of Perth,,city_of_perth/james_limnios,james.limnios@cityofperth.wa.gov.au,,,,
